STAT_ID,STAT_REG1,STAT_HS,STAT_REG2,STAT_REG3
IN,오프셋 인쇄용 디지털판 (Digital Offset Printing Plates),"844250,37013000,37040090,37050000,76061190,76069190,76069290",반덤핑(규제중),"중국, 일본, 한국, 대만, 베트남"
IN,이소프로필 알코올 (Isopropyl Alcohol),29051220,세이프가드(규제중),전세계(WTO 가입국)
IN,전기아연도금강판 (Electrogalvanized Steel),"7209,7210,7211,7212,7225,7226",반덤핑(규제중),"한국, 일본, 싱가포르"
IN,"알루미늄휠 (Cast Aluminium Alloy Wheels or Alloy Road Wheels (ARW) used in Motor Vehicles, whether or not attached with their accessories, of a size in diameters ranging from 12 inches to 24 inches)",870870,반덤핑(규제중),"중국, 한국, 태국"
IN,차아황산나트륨 (Sodium Hydrosulphite),"28311010,28321020",반덤핑(규제중),"중국, 한국"
IN,톨루엔 디이소시아네이트 (Toluene Di-Isocyanate),29291020,반덤핑(규제중),"중국, 일본, 한국"
IN,무수프탈산 (Phthalic Anhydride),29173500,반덤핑(규제중),"중국, 인도네시아, 한국, 태국"
IN,염화폴리비닐류 (Chlorinated Polyvinyl Chloride Resin (CPVC)-whether or not further processed into compound),"39041010,39041020,39041090,39042100,39042200,39049010,39049090",반덤핑(규제중),"중국, 한국"
IN,우르소데옥시콜산(Ursodeoxycholic Acid),"2915,2916,2918,2922,2924,2931,2933,2934,2939,2941,2942",반덤핑(규제중),"중국, 한국"
IN,단일 모드 광섬유(Dispersion Unshifted Single-mode Optical Fibre),90011000,반덤핑(규제중),"중국, 인도네시아, 한국"
IN,"4-tert-부틸페놀
(Para-Tertiary Butyl Phenol(PTBP))",29071940,반덤핑(조사중),"한국,싱가포르,미국"
IN,잔류 VCM이 2PPM 이상인 PVC 서스펜션 수지(PVC suspension resins with residual VCM above 2PPM),39041020,세이프가드(규제중),전세계
IN,페로몰리브덴(Ferro-Molybdenum),72027000,세이프가드(규제중),한국
IN,합금강의 끌/공구 및 유압식 브레이커(Alloy steel chisel/ tool and hydraulic rock breaker in fully assembled condition),"84314930,84314990",반덤핑(조사중),"중국, 한국"
IN,시안화나트륨(Sodium Cyanide (NaCN)),283711,반덤핑(조사중),"중국, EU, 일본, 한국"
IN,저회분 야금용 코크스(Low Ash Metallurgical Coke),"27040010,27040020,27040030,27040090",세이프가드(조사중),전세계
IN,PVC 페이스트 레진(Poly Vinyl Chloride Paste Resin), 39041010,반덤핑(조사중),"중국, 한국, 말레이시아, 노르웨이, 대만, 태국"
IN,에피클로로히드린(Epichlorohydrin),29103000,반덤핑(조사중),"한국,중국,태국"
IT,감열지(특정 경량지)(Thermal paper (certain lightweight)),"4809900010,4811900010,4816900010,4823908520",반덤핑(규제중),한국
IT,감열지(특정 중량지)(Thermal paper (certain heavyweight)),"4809900020,4811590020,4811900020",반덤핑(규제중),한국
IT,고흡수성 수지(Super absorbent polymers),3906909017,반덤핑(규제중),한국
IT,실리콘 메탈(Silicon metal),28046900,반덤핑(규제중),"중국(한국, 대만)"
IT, 전기강판(Grain-oriented flat-rolled products of electrical steel (GOES)),"7225110011,7225110015,7225110019,7226110012,7226110014,7226110016,7226110092,7226110094,7226110096",반덤핑(규제중),"일본, 중국, 한국, 러시아, 미국 "
IT,철강 로프 및 케이블(Steel Ropes and Cables),"7312108113,7312108119,7312108313,7312108319,7312108513,7312108519,7312108913,7312108919,7312109813,7312109819",반덤핑(규제중),"한국, 중국, 모로코"
IT,철강제품(Steel Products),"72,73",세이프가드(규제중),전세계
IT,철강제 관연결구류(Tube and pipe fittings of iron or steel),"7307931191,7307931193,7307931194,7307931195,7307931199,7307931991,7307931993,7307931994,7307931995,7307931999,7307998092,7307998093,7307998094,7307998095,7307998098",반덤핑(규제중),"한국, 러시아, 말레이시아"
BR,나일론사(Nylon synthetic filament yarn),"54023111,54023119,54024520",반덤핑(규제중),"한국, 중국, 대만"
BR,니트릴 고무(NBR),40025900,반덤핑(규제중),"한국, 프랑스"
BR,버스 및 트럭용 타이어(Pneumatic tires for trucks and buses),40112090,반덤핑(규제중),"한국, 일본, 러시아, 태국 "
BR,승용차용 타이어(Tire),40111000,반덤핑(규제중),"태국, 대만, 한국"
BR,압연실리콘철강(Flat-rolled product silicon steel),"72251900,72261900",반덤핑(규제중),"한국, 중국, 대만"
BR,평판압연제품(후판)(Heavy Plate Steel),"72085100,72085200",반덤핑(규제중),"남아공, 중국, 한국, 우크라이나"
